"","Author","Bar","Ctrl","Goal","V5","V6","V7","V8"
"1",1.57639946434924,-0.203655529618803,0.923603444800699,1.43909629621894,-1.40885637698501,-1.9879969996093,0.105097930090297,0.649653138157051
"2",0.027124699705598,1.5503441313358,1.69745024825549,0.495857257397193,0.3799821328418,1.19157295763609,0.806806254020969,0.735340917552211
"3",-0.575106194912481,0.0385178688421693,-0.269641959092791,-0.799069641445442,0.732896399349054,-0.304660553741058,1.79305427196776,0.426941275084253
"4",0.601208265807875,0.170492687046558,-0.160863740611642,-0.0993031439059495,-0.984944417566911,1.9901392084627,3.78658341277175,-0.959691336984196
"5",0.275618856717117,-0.996337998567622,-0.716219320846673,-1.32219297929287,0.904208973369421,-0.142263694043159,0.316515424508194,0.468543169285091
"6",-0.586636506615269,-0.652954619502495,-0.92900730851798,-0.744661189418775,-1.07148984428041,0.809134308258729,-0.333031951904418,-2.96170045039938
"7",1.16228666011696,1.22847652461277,1.7412461730439,-0.399449607918574,0.432135991705625,-1.06049581539126,0.887277677579449,2.68050908963689
"8",0.846840635203129,-0.366801345935854,-0.715376897148471,-0.798016985304835,0.532872091282647,2.64790099344836,1.16050948364112,-0.338820542572154
"9",-0.13668218778778,-1.58435384374118,-1.71852414595819,-1.03659491229966,-1.25863112573017,-1.22797088679625,-0.434393980214029,-0.275113294756482
"10",-1.29570842126079,0.571326044190914,0.730804575686826,-0.403128520961936,1.82044663703106,-1.20671688796898,0.965380298375968,1.98176017218559
"11",-0.166952909654748,0.363616729037274,0.701461930509008,-0.480152675684845,-0.0172301795026336,-0.455386005310068,1.09630644128665,0.297395573367722
"12",0.138955152506988,1.56104412853905,1.7353420233485,0.459646268152131,-0.378976527886845,-0.961458647482099,0.815885452698018,-0.133068849950903
"13",-1.58302367419002,-1.32913216246923,-0.390859561794093,-1.2743367054358,1.77865163448399,-1.54464716254428,0.518302511762195,1.60722070581466
"14",0.722323963845004,0.699153363870981,0.550634396245,-0.641446985444234,0.0819721932728974,0.664297328394693,1.3426398510237,-0.333668552733618
"15",0.682782054204619,0.922694309113164,0.73774557541112,0.451506051666303,-0.0724353446459698,-1.05505082203661,-0.346863978056111,0.804573452262709
"16",-0.294286076304886,-0.276626838788466,0.0269667400718571,-0.321659081433069,0.0877054873315857,0.44281702607854,-0.489392189307754,1.57671722469299
"17",-0.597674443484801,-0.495962934196205,0.332911840990488,-0.569409334031184,0.547845189906754,1.77476895336527,0.811769857931462,0.67026579038406
"18",1.26489955069558,1.01081413494493,1.14638137670514,-0.461542545859652,-1.3808778752736,3.22840668357252,0.943131939142938,-1.02268942528515
"19",1.73279273784041,0.506091016315685,-0.857068477233186,2.07937666240863,-1.16806907774911,-0.440935179942496,0.635969761175727,-2.40303141239558
"20",-0.466513051422433,0.116064188708432,1.19954823106739,1.36413387841453,1.6459688045373,-0.108602429493159,-0.77723720168237,2.44409736584385
"21",-0.119744565043456,1.42304589659094,-0.283482981747328,0.550507237578326,0.158280139788098,-0.255022705185837,1.19343996682027,0.352129880924489
"22",0.941321026052512,-0.00645160261021532,0.64074844606303,1.40633773670456,2.28291580898882,1.69589917484061,2.8321416885584,2.89722438084578
"23",-0.887393076122117,0.901534676683474,0.613490493937082,1.08301433605527,0.514712059980229,-0.372793122766333,-0.211707054784164,0.720499659193626
